name,category,address,tel,description
CARRELISME,Carrelage,- Cotonou - Bénin,+2290167915856,Touts travaux de carrelage et entretien
CID SUPER DECOR,Carrelage,Carre 113. Face Usine SOBEBRA Sodjatinmé - 06 BP 539 Cotonou - Bénin,+2290166243333,"Du conseil, à la fourniture et jusqu’à la pose, Cid Super Decor est une entreprise à taille humaine qui est au service de ses clients. Un seul interlocuteur : CID SUEPR DECOR."
ETAMAC,Carrelage,Agori Abomey-Calavi - Bénin,+2290162638080,
ETS ADE DECOR,Carrelage,"Carré 1221, Rue 4230, Sodjéatinmé Akpakpa - 05 BP 456 Cotonou - Bénin",+2290190913320,
ETS B WORLD,Carrelage,Djrado Porto-Novo - Bénin,+2290166204283,
ETS IFE LE BATISSEUR,Carrelage,Agori Abomey-Calavi - Bénin,+2290191719869,
ETS OLAONIKPEKOUN JUNIOR,Carrelage,"Rue 4230, Rue Boko et Fils, Sodjéatinmé Akpakpa - 01 BP 2824 Cotonou - Bénin",+2290197801005,
ETS SAINT CHRIST BUSINESS,Carrelage,Carrefour Satéllite Abomey-Calavi - Bénin,+2290194176560,
ETS ZINSSOU ET FILS,Carrelage,Av. de l'Europe Godomey - Bénin,+2290197074918,
JAFCO BENIN Sarl (JALLIS FRERES ET COMPAGNIE),Carrelage,"Rue Bechardin Durhan, C 133/134, Caboma Jonquet - 01 BP 2067 Cotonou - Bénin",Tel:+2290121313815,
JOGOF INTERNATIONAL,Carrelage,"Sur l'alignement à gauche en quittant Novezuho, non loin de Atlantique Banque, Houenoussou Fidjrossè - 05 BP 3175 Cotonou - Bénin",+2290166748671,Vente de Carreaux et Céramique.
JOGOF INTERNATIONAL COMPANY,Carrelage,Houenoussi Fidjrossè - 01 BP 3175 Cotonou - Bénin,+2290166748671,
LA ROCHE,Carrelage,Descente Ancien Pont PK3 Akpakpa - 01 BP 2525 Cotonou - Bénin,Tel:+2290121330595,
LA TOUR BENIN,,"Carrefour de l'église du Sacré cœur, Av. Monseigneur Isidore de SOUZA, Carré 161 Akpakpa - 01 BP 3900 Cotonou - Bénin",Tel:+2290121334756,"LA TOUR Bénin est spécialisé dans la vente de matériaux de construction, particulièrement les carreaux. Vous pouvez trouver les carreaux en grès, faïence, ainsi que des croisillons. Les carreaux sont d’origine italienne, espagnole chinoise, ou tunisienne et des marques comme Golden Crown, Goodwill, Marley et Ronda."
MARAZZI GROUP GIUSEPPE ZANGRETTI BENIN,Carrelage,Avenue Steinmetz 06 BP 328 Cotonou - Bénin,+2290164269797,Construction des carrelages; modèle de référence dans la production céramique mondiale.
OCEANIC PLUS,Carrelage,Parama Abomey-Calavi - Bénin,+2290161079356,Vente de carreaux et accessoires de plomberie.
SATOU GANKPO SARL,Carrelage,"Immeuble ganion,12 ème etages Akpakpa Cotonou - Bénin",+2290197013079,"Ventes des accessoires de plomberie, sanitaire, carreaux et pierres de decoration"
SATREPCDECOR,Carrelage,Akpakpa abatoir Cotonou - Bénin,+2290164720611,"nous disposons des pierres naturelles pour vos décoration de maison,bureau,cite etc..."
SUPER CARGO SERVIVES GROUPE,Carrelage,"Pavé Boko et fils, Sodjéatinmè Cotonou - Bénin",+2290167005398,
TRINITY EPOXY FLOOR,Carrelage,- S/C BP 14 Ouidah - Bénin,+2290168210092,"Spécialisée en Revêtement époxy : 3D, Réflecteur, Métallique, Béton décoratif estampé, décoration d'intérieur 3D, panneaux muraux décoratifs, papier peints."
GRAVIER EXPRESS BENIN,,Quartier Dekoungbé Godomey Abomey-Calavi - Bénin,+2290194513635,"A GRAVIER EXPRESS BENIN nous vous proposons une large gamme de produits de haute qualité, notamment du gravier roulé, du gravier concassé, du sable et de la latérite. Notre entreprise s'engage à fournir des matériaux de constructions fiables et conformes aux normes les plus strictes pour garantir la réussite de vos projets de construction au Bénin."
A. P. S.,Carrière - Concassage,Tanzoun Avrankou - Bénin,+2290197644135,
AFRICAINE DE DRAGAGE,Carrière - Concassage,"C/N° 621-H, N'gbeho Togbin BP 041265 Cotonou - Bénin",+2290195959206,
AYINONVI,Carrière - Concassage,Zou Bohicon - Bénin,Tel:+2290164859783,Notre société est spécialisée dans la vente de tout types de concassées de granite. Nous sommes disponibles pour vos demandes et les livraisons.
BENIN CARRIERE GRANULAT-BCG,Carrière - Concassage,- Cotonou - Bénin,Tel:+2290167430303,Nous sommes une Société qui produit du concassé sous différentes granulométries et du Béton prêt à l'emploi.
BHELIX SA,Carrière - Concassage,"166, Rue 9.254 Mènontin - 04 BP 157 Cotonou - Bénin",Tel:+2290121370862,
CALCIM,Carrière - Concassage,"PK 8,2 route de Porto-Novo, Seme Kpodji Sekandji BP 1124 Cotonou - Bénin",Tel:+2290121330732,
DENZEL COTONOU,Carrière - Concassage,Censad agblangandan Sèmè-Podji - Bénin,+2290197705051,
"DIVINE ""H""",Carrière - Concassage,- 03 BP 1182 Abomey-Calavi - Bénin,+2290195494761,"Nous fournissons du Gravier de tous les granulats, du concassé, du sable de toutes sortes et du ciment en gros, etc."
ELECTRHYCS,Carrière - Concassage,"Lot 2085, Menontin 01 BP 1629 Cotonou - Bénin",+2290195403687,
ETS SAINT BERTINOS ET FILS,Carrière - Concassage,"Agongbomè, maison houyor Bertin Agla Cotonou - Bénin",+2290197467848,"ETS SAINT BERTINOS ET FILS est une Carrière – Concassage béninoise reconnue pour la vente de des matériaux de construction tels que : les graviers rouler et graviers concassés, sables à béton, sable latérite, sable de remblais, sable silt. Nous louons aussi des engins de travaux publics tels que les pelles, chargeuses, niveleuse, compacteur, grue, toupie."
FAN BTP & SERVICES,Carrière - Concassage,Dan Lalo Bohicon - Bénin,+2290194585036,"Vente de concassées de granites destinée au marché de la construction d’infrastructure et de préfabriqué, notre carrière granitique offre des produits rencontrant les normes."
GRANUBENIN,Carrière - Concassage,Situé dans l’enceinte de CIMBENIN - PK 8 Route de Porto Novo 01 BP 1124 Cotonou - Bénin,Tel:+2290121330732,"Vente de sable du granite, de graviers concassés, de moellons et de gros blocs."
GROUPE PREMIUM BENIN,Carrière - Concassage,"Qt GBENA, parcelle H du lot 515 PH4150/MCOT, 7ème arrondissement Saint Michel Cotonou - Bénin",Tel:+2290155695559,"GROUPE PREMIUM BENIN est spécialisé dans la distribution des équipements et matériels de BTP, MINES ET CARRIÈRE,INDUSTRIE. Nous intervenons également dans le domaine du transport avec comme particularité la vente de camions, de pièces de rechange (pièces détachées) pour tout type de camions et de batteries. Nous représentons officiellement les marques : IVECO, ASTRA, LIEBHERR, MERLO, LINDE, GREEN POWER, ATLAS COPCO, AD POIDS LOURDS, DYNAPAC, VARTA"
MAHUBLO CROWN,Carrière - Concassage,Dan Abomey - Bénin,Tel:+2290197001213,Nous disposons en stock des granites concassés de haute qualité et de toutes les granulométries.
MIC MICRO GERANCE,Carrière - Concassage,En quittant SOS. 4eme rue en allant vers Bidossessi Abomey-Calavi - Bénin,+2290140144731,
MIC MICRO GÉRANCE,Carrière - Concassage,Lot 00005 adjakê 4eme ruelle a droite après SOS en allant. vers cotonou Abomey-Calavi - 0p - Bénin,+2290197984021,"GESTION IMMOBILIERE: Vente sables, terres tout genre et concassés., Transport de marchandises et locations d'engins lourds."
MINEX BENIN SARL,Carrière - Concassage,Dèkoungbé à 20m de la pharmacie HEDOME dans la ruelle à gauche Cotonou - Bénin,+2290197477894,
OKOUTA CARRIERES SA,Carrière - Concassage,Agombé Cotonou - Bénin,+2290195062887,
SOCIETE AFRICAINE DE CONCASSAGE   ET DE TP,Carrière - Concassage,"Rue 1888, Jack Akpakpa - 08 BP 7059 Cotonou - Bénin",Tel:+2290121332321,
UNIVERSAL CARRIERES,Carrière - Concassage,Ilot S/B Akpakpa Dodomey 01 BP906 RP Cotonou - Bénin,Tel:+2290121333011,
AIS GROUP (AFRICAN INDUSTRIAL SERVICES GROUP),Chaudronnerie,"Rue de l'habitat, ancien cimétière Akpakpa - 02 BP 2083 Cotonou - Bénin",Tel:+2290121338100,
ALL KONTROL SARL,Chaudronnerie,Ste Cécile 2eme rue à droite en allant vers le carrefour 16 ampoules Houeyiho Cotonou - Bénin,+2290154103117,"All kontrol Sarl est une société d'expertises, de formations et prestations diverses."
BENOTECH-ING (BENIN NOUVELLE TECHNOLOGIE & INGENIERIE),Chaudronnerie,"Sainte Rita, dans la rue de l'auto-école Sainte Rita 07 BP 788 Cotonou 01 Cotonou - Bénin",Tel:+2290121327209,
EBI (ENTREPRISE BENINOISE POUR L'INDUSTRIE),Chaudronnerie,Rue 10.159 Kouhounou - 06 BP 1271 Cotonou - Bénin,+2290195425264,
HBP (HIGH BUILDING PROTECTION),Chaudronnerie,"Rond point Dèkoungbé en venant de l'ex usine d'engrais, à 300 mètres de l'Eglise Catholique de Dèkoungbé 04 BP 0526 Cotonou 04 Cotonou - Bénin",+2290195960008,"Electricité industrielle, étude de faisabilité des constructions, peinture industrielle, vente des produits aduvents béton et maçonnerie, Chaudronnerie"
IADESI INGENIERIE,Chaudronnerie,Lot 2077 Menontin 11 BP 53 Cotonou 11 Cotonou - Bénin,+2290197351547,"Forte de son expérience dans la définition d'unités industrielles, IADESI Ingénierie met à votre disposition son savoir-faire: Conception, Calcul de flexibilité de tuyauteries industrielles respectant les normes et standards ASME, EN13480 et CODETI. Dimensionnement par calculs des appareils sous pression suivant ASME VIII, CODAP et EN13445. Charpentes métalliques et vérification des attaches suivant les Eurocodes et AISC."
SAVIPIPELINE,Chaudronnerie,Porto Novo adjegounle 1 arrondissement Ataké - Bénin,+2290164982469,"Construction métallique , Chaudronnerie, Tuyauterie ,Soudure ,Contrôle CND ,BTP Vente des métaux"
SCMAB (SOCIETE DE CONSTRUCTION METALLIQUE ET ALUMINUM BENINOISE),Chaudronnerie,"quartier JAK, Rua après la Mosquée Akpakpa Cotonou - Bénin",+2290199990989,"La société de construction métallique et aluminium béninoise (SCMAB) est spécialisé dans la construction métallique chaudronnerie, tuyauterie et soudure industrielle."
SIAM BENIN,Chaudronnerie,"C/1791 FiyégnonI Fidjrosse houenoussou, dans la Von de l’école Ste CYR 04 BP 609 Cotonou - Bénin",Tel:+2290121306146,"SIAM BENIN SARL est une entreprise spécialisée dans la soudure chaudronnerie; tuyauterie industrielle; construction métallique, travaux sur plateforme en mer; formation en soudure."
DEENCO Consulting (DESIGN ENGINEERING CONSTRUCTION),,"Parana, Von pharmacie Shilo Abomey-Calavi - Bénin",+2290141787760,"DEENCO Consulting est une entreprise béninoise spécialisée en génie civil et télécommunications. Elle offre des services clés en main alliant innovation, qualité et durabilité : études architecturales, construction, rénovations et installations de réseaux Internet (FTTH). Engagée pour l’excellence et la transparence, DEENCO Consulting est votre partenaire de confiance pour des projets modernes et conformes aux normes."
SCB LAFARGE,Construction,"Lot C11, Résidence Les cocotiers, N° 455, Rue 12170 Haie Vive - 01 BP 1557 Cotonou - Bénin",+2290195243942,"Installée depuis 1980, la Société de Cimenterie SCB-LAFARGE est une entreprise dont le siège au Bénin est à Cotonou. Elle est spécialisée dans la fabrication de ciment. Nos ciments sont obtenus à base d’un clinker 100 % béninois (ingrédient essentiel dans la production du ciment), depuis notre usine Onigbolo avec plus de 40 années d’expériences dans le secteur."
CIIS GROUPE,Construction,Rue 2250 - Sainte-Rita Littoral Cotonou - Bénin,+2290195266056,
EQUIBAT-GROUP,Construction,BP. 185 Zou Department Bohicon - Bénin,+2290197423874,
Ets NONDEKOHOUN et FILS,Construction,JW92+J6C Mono Agnami - Bénin,+2290197213573,
HME CONSTRUCTION,Construction,GMG3+85H Département de l’Ouémé Adjarra - Bénin,+2290162206420,
MAPOLO SARL,Construction,52M6+Q55 Zou Department Abomey - Bénin,+2290122501554,
OPTIMA CONSTRUCTION SARL,Construction,- Porto-Novo - Bénin,Tel:+22997613498,
2AG SERVICES,,"Sème Kpodji, Aholouyeme, Goho, C/SB Maison: AMOUSSOU Cotonou - Bénin",+2290162038994,"Nous sommes une entreprise spécialisée dans les travaux de construction bâtiment et Génie Civil. Nous faisons la conception et la réalisation des plans architecturaux, la rénovation et la gestion immobilière."
"A4-Expertise, Ingénieur Conseils",Construction,- - Dantokpa Littoral Cotonou - Bénin,+2290195272752,
ABBA PERE Sarl,Construction,bohicon Abomey - Bénin,Tel:+2290197050726,"C'est une société polyvalent. Les travaux de construction des bâtiments, ventes des matériaux de construction et commerce général."
ABFAF BENIN,Construction,Av. de l'Ouémé Jéricho Cotonou - Bénin,Tel:+2290121327063,
ADEOTI SA,Construction,Zogbo vons en face stade de l'amitié Cotonou - 229 - Bénin,Tel:+2290162787293,
AGETIP BENIN SA,Construction,"Lot 1181 XC, Rue Memphis Cadjèhoun - 01 BP 413 Recette Principale Cotonou - Bénin",Tel:+2290121301305,
AGETUR,Construction,"Siège social : N°5089, avenue Jean Paul II Route de l’aéroport 01 BP 2780 Cotonou - Bénin",Tel:+2290121305110,
AGLOMERA-BETON,Construction,- Abomey-Calavi - Bénin,+2290195350852,
AGROFAZ SARL,Construction,- Cotonou - Bénin,+2290198000188,
ALPHA BRIQUES ET PAVES,Construction,- Cotonou - Bénin,+2290151188888,
AMIA,Construction,Maison feu Sewanou rue 12 Porto-Novo - 03 - Bénin,+2290167340418,"Nous sommes spécialisés dans les suivis de construction, la réalisation et la conception de vos projets de construction de maison d'habitation"
ANOUS INTERNATIONAL SERVICES,Construction,Agla C/3389 Cotonou - Bénin,+2290195813885,
AP COLOMBE DECOR TRANSPORT SARL,Construction,"Immeuble Ahissou; C/1791 ; Rue Fiyégnon Jacquot, Fidjrossé. Cotonou - BP 319 - Bénin",+2290165681212,"Bâtiments et Travaux Publics ; Transport ; Location de bétonnières et camions; Construction; Peinture ; carrelage ; décoration ; Commerce Général : gaz oryx et accessoires; eau minérale; peintures; matériels de peinture; chaises et tables en plastique; matériel informatique; prestations de services : consultations, conseils, représentations, partenariat etc..."
ARABIAN CONSTRUCTION COMPANY BENIN SAS,Construction,- Cotonou - Bénin,+2290156147525,
ARMAG AFRIQUE,Construction,"8ème étage immeuble Dina, Saint Michel. Cotonou - Bénin",+2290154007777,"Construction, immobilier, mines."
ASIIS,Construction,- Cotonou - Bénin,+2290162717121,
ATARA SERVICE,Construction,Cococodji Fandji Godomey Abomey-Calavi - Bénin,+2290169590203,Transfert d’argent – Location de Voitures – Gestion Immobilière – Assistance et Conseils aux entreprises et particuliers – Conception et impression sur tout support – Réalisation de tout type de Gadgets publicitaires – Maintenance Informatique...
ATG entreprise,Construction,"Cité Houéyiho, 03 Allée des Flamboyants - Houenoussou Littoral Cotonou - Bénin",+2290197908001,
AUXI-BTP,Construction,- 08 BP 0880 Cotonou - Bénin,Tel:+2290121309625,
AZC BATI PLUS,Construction,Non loin de la Phcie Jourdain Godomey-Togoudo Abomey-Calavi - Bénin,+2290194361026,
AZUR ONE,Construction,- Cotonou - Bénin,Tel:+2290167121919,Nous sommes spécialisé dans la rénovation et la construction à Cotonou et ses alentours .
BECOBAT,Construction,"C/ 122, Av. Mgr F. Steinmetz 05 BP 1438 Cotonou - Bénin",Tel:+2290121312229,
AMECO-ING,,Lot 2134 Ménontin Kindonou Cotonou - Bénin,+2290197168051,"AMECO-ING une entreprise citoyenne de droits privée, spécialisée dans la métallurgie et les secteurs d’activité que sont la construction métallique, la soudure industrielle, la charpente métallique, la construction d’ensemble chaudronné, la tuyauterie, la serrurerie, le pont métallique et le génie civil, le commerce général et de conseil en stratégie de management industriel."
SEM METAUX,,"CITE LA VICTOIRE, CALAVI, 3ème Rue à droite après le Magasin SBEE (Pavé IITA) Abomey-Calavi - Bénin",+2290196772715,"SEM METAUX est une entreprise au Bénin qui œuvre dans étude, conception et fabrication des machines de transformations agro-alimentaires et agricoles. Elle s’illustre aussi dans la construction métallique, la chaudronnerie, la maintenance et l’usinage des pièces mécaniques (tournage, fraisage, ajustage)."
ACOMET GROUP,Constructions métalliques,"Vedoko, en face de la FECECA, nosn loin du FNM Vedoko Cotonou - Bénin",+2290195648191,"ACOMET GROUPE est une entreprise reconnue pour son expertise dans le domaine de la construction métallique au Bénin : travaux de soudure, charpente, pylônes et autres."
ADL & CIMA SARL,Constructions métalliques,Calavi Kpota en allant vers Aitchedji juste à côté de la pharmacie Olouwa Toyi Abomey-Calavi - 00229 - Bénin,+2290154147487,"ADL&CIMAsarl est une entreprise spécialisée en construction métallique,revêtement bâtiment,en soudure industrielle,en installations solaire photovoltaique,installation de réseaux HTA/BT,vente de matreiels électriques et solaires,en adduction d'eau"
AGECOM BTP,Constructions métalliques,"Pahou, Denou 02 BP 2155 Ouidah - Bénin",+2290155082135,"Entreprise générale de construction métallique, spécialités aussi dans la construction bâtiment."
AIME URIAH,Constructions métalliques,"C/N°4414-B, Kpondehou Cotonou - Bénin",+2290190911919,
ALL KONTROL SARL,Constructions métalliques,Ste Cécile 2eme rue à droite en allant vers le carrefour 16 ampoules Houeyiho Cotonou - Bénin,+2290154103117,"All kontrol Sarl est une société d'expertises, de formations et prestations diverses."
BATILUX,Constructions métalliques,"3 BP  1701   Aïdjèdo,  Av. de I'Ouémé Cotonou - Bénin",Tel:+2290121326456,
BENIN METAL INGENIERIE,Constructions métalliques,Calavie acconville Abomey-Calavi - Bénin,+2290197656411,
BENOTECH-ING (BENIN NOUVELLE TECHNOLOGIE & INGENIERIE),Constructions métalliques,"Sainte Rita, dans la rue de l'auto-école Sainte Rita 07 BP 788 Cotonou 01 Cotonou - Bénin",Tel:+2290121327209,
CAB INDUSTRIE,Constructions métalliques,Lot N°05171 06 BP 3757 Cotonou - Bénin,Tel:+2290121377471,"Notre société est depuis 20 ans un acteur majeur de la construction métallique dans la sous région. Notre cœur de métier est la construction métallique notamment dans le domaine du stockage et de la distribution d'hydrocarbure. Cependant, nous proposons tout type de solutions adaptées à nos client grâce à notre bureau d'étude et à notre expertise."
CDMA (CONSTRUCTION DELTA MODERNE ALU BENIN),Constructions métalliques,Zogbadjè non loin de la buvette PARANA 06 BP 19 Abomey-Calavi - Bénin,+2290196960655,
CENTRE MODERNE DE SOUDURE ET DE CONSTRUCTION METALLIQUE DU BENIN - CMSCMB,Constructions métalliques,Robert Djidonou Cotonou - Bénin,+2290166012532,
CENUS (CENTRE D'USINAGE ET DE SOUDURE),,"Rue en face de l’église chapelle Internationale des vainqueurs, fin pavés SOS en allant vers l’école BAKHITA Abomey-Calavi - Bénin",+2290166335622,"CENTRE D’USINAGE ET DE SOUDURE (CENUS) du Bénin est un centre spécialisé dans la soudure, la fabrication de machines de transformation agricole et de BTP, la construction métallique, la menuiserie métallique, la fourniture de pièces mécaniques, la maintenance, la fabrication et la commercialisation des brouette 229 et ainsi que la fabrication des meubles métalliques."
CGE,Constructions métalliques,- 01 BP 3922 Cotonou - Bénin,Tel:+2290121325035,
CM BTP (CONSTRUCTION METALLIQUE DES BATIMENTS ET TRAVAUX PUBLICS),Constructions métalliques,"C/645, Tanto Akpakpa - 06 BP 1727 Cotonou - Bénin",+2290195968494,
CMCP ( CONSTRUCTION MECANIQUE / SOUDURE DE CAOUTCHOUC PLASTIQUE),Constructions métalliques,Seme kpodji 03 BP 2880 Cotonou 03 Cotonou - Bénin,+2290166005090,"Production et vente des emballages plastiques, agro alimentaires industriels/ vente des fournitures et équipements agroalimentaire, Constructions"
COMEBE,Constructions métalliques,"EKPE, 2e rue à gauche en prenant les pavés pour EKPE Cotonou - Bénin",+2290195402803,"Nous sommes spécialisés dans l’étude et réalisation, remorques, montages industriels, citernes hydrocarbures, chaudronnerie, wagons, semi-remorque, carrosseries industrielles, construction d'usine, charpente métallique, fabrication et montage de pylône, fabrication de différents types de moules caniveaux et dallettes, ferronnerie d'art ... etc tous travaux métalliques."
DAC AMEN INGENIEURIE,Constructions métalliques,Clavi Aitchedji Cotonou - Bénin,+2290197872257,
DALAL STEEL INDUSTRIES,Constructions métalliques,Cité Houeyiho à cote de la poste Cotonou - Bénin,+2290167350102,
DECOUPE LASER BENIN,,Suru-Lere Akpakpa Cotonou - Bénin,+2290190686767,"DECOUPE LASER BENIN est un constructeur spécialisé dans la découpe la découpe et la fabrication de matériel sur mesure et standard (métal, bois, vitre et autres), avec des ateliers à Cotonou et Porto Novo. Dotée d'un bureau d'études et de machines à commandes numériques, l'entreprise garantit qualité et satisfaction."
ESCOM BENIN,Constructions métalliques,"Godomey, Salamey face Bar Haute Tension Cotonou, Benin Cotonou - Bénin",+2290197686436,
ESI (EDUCATION SERVICE INTERNATIONAL),Constructions métalliques,- Dogbo - Bénin,+2290196024269,
ESPOIR CONSTRUCTION,Constructions métalliques,"Lot 84 Ylomawuto, non loin de l’Hotel Saint Louis, Godomey 03 BP 245 Abomey-Calavi - Bénin",+2290195068599,"Espoir Construction est une société de droit privé béninois spécialisée dans les travaux de Construction Métallique, de Génie Civil, du Transport et de la Manutention."
ETS BOCOKPE ET FILS,Constructions métalliques,Av de l'Europe Kouhounou Cotonou - Bénin,+2290195541022,Vente de rampe d'escaliers
ETS EXPERIENCE METAL SOUDURE,Constructions métalliques,Alegleta Abomey-Calavi - Bénin,+2290195302415,
ETS LE COMPAS DIVIN,Constructions métalliques,Calavie Cotonou - Bénin,+2290197819880,
GROUP EPERVIER,Constructions métalliques,"Lot 466-467,St Jean,Cotonou, 03 BP 1565 Jéricho,Cotonou Cotonou - Bénin",Tel:+2290121302154,
GROUPE YAHMA FOC,Constructions métalliques,"Pavé d'Arconville, non loin de Jéco hôtel Zopah Abomey-Calavi - Bénin",+2290197477217,"BTP Construction Location, gestion immobilière"
HORIZON CONSTRUCTION,Constructions métalliques,"Djadjo, à 200 mètres du bar Chez Ares Abomey-Calavi - Bénin",+2290196459487,"HORIZON CONSTRUCTION BENIN est une entreprise spécialisée dans la construction métallique, les travaux de soudure, la chaudronnerie, la tuyauterie."
ALPHA BCOM,Eau / Forage,AKPAKPA Cotonou - Bénin,+2290151781737,
ANHOR AK CONSTRUCTION,Eau / Forage,Hevier alassakomè 04 BP 336 Cotonou 04 Cotonou - Bénin,+2290161366262,
BATIMAT COTONOU,Eau / Forage,Avenue Delorme Carré 57 03 BP 0071 Cotonou - Bénin,Tel:+2290121314704,
CALICE FORAGE D'EAU POTABLE,Eau / Forage,- Cotonou - Bénin,+2290195342366,Réalisation de forage d'eau potable avec une équipe solidaire.
CEC BTP,Eau / Forage,04 BP 1459 Cotonou - Bénin,Tel:+2290121323196,
CGE,Eau / Forage,- 01 BP 3922 Cotonou - Bénin,Tel:+2290121325035,
CHRISTAR FORAGE,Eau / Forage,- Parakou - Bénin,Tel:+2290167545433,"Pour toutes vos réalisations de forages d'eau, dans vos maisons, fermes, écoles, hôpitaux, l'entreprise ""CHRISTAR FORAGE"" est à votre disposition. Nous réalisons des forages d'eau partout au Bénin à coût très réduit."
EH INNOVA SARL,Eau / Forage,- Cotonou - Bénin,+2290166356858,
ENTREPRISE BH,Eau / Forage,Face UAC 06 BP 869 Abomey-Calavi - Bénin,+2290195454050,Forages d’eau ; AEV ; Énergie.
ENTREPRISE WEST AFRICA,Eau / Forage,"Route de Ouidah, Atrokpocodji 04 BP 1237 Cotonou - Bénin",Tel:+2290121053690,
EPIB SA (EMERAUDE PETROLEUM AND INTENATIONAL BUSINESS),Eau / Forage,Sainte Rita 071 BP 57 Cotonou - Bénin,Tel:+2290121321259,
ETHY FORAGES,Eau / Forage,Non loin du Carrefour en allant à Agla Adjaha Cité - 03 BP 0048 Cotonou - Bénin,+2290169356760,
ETS SALAMI & FILS,Eau / Forage,Kpékouté Dassa-Zoumé - Bénin,Tel:+2290167145810,"Réalisation de forges , installation de pompes électrique et solaire."
ETS SOURCE DE VIE,Eau / Forage,Kpota Abomey-Calavi - Bénin,+2290166969474,
FFA BENIN,Eau / Forage,- Cotonou - Bénin,Tel:+2290162218521,Forage et fondation d'Afrique
FORATEC,Eau / Forage,Wekegbo Zopah - 03 BP 3468 Abomey-Calavi - Bénin,Tel:+2290121361782,
GFACE CONSULTING,Eau / Forage,Agla pylone Cotonou - Bénin,+2290195937623,
GROUPE AER Sarl (AFRICAINE D'ENTRETIEN ET DE REALISATION),Eau / Forage,"C/ 73, Rue 1414 Jéricho - 03 BP 2836 Cotonou - Bénin",Tel:+2290121332325,
HYDROFOR INTERNATIONAL SA,Eau / Forage,- 01 BP 2751 Cotonou - Bénin,Tel:+2290122250087,
LA CRYSTALINE,Eau / Forage,01 BP 3266      Cotonou - Bénin,Tel:+2290121330806,
LIBACEL,Eau / Forage,- Tokpa-Zoungo Abomey-Calavi - Bénin,Tel:+2290121044452,
NORMAT SERVICES SARL,Eau / Forage,- Cotonou - Bénin,+2290197224176,
PLOMBERIE LA PATIENCE,Eau / Forage,Kpossouhoué Glo-Djigbé Abomey-Calavi - Bénin,+2290195634367,
PROLOC SARL,Eau / Forage,"Cité Houeyiho, non loin de la SBEE Cotonou - Bénin",+2290196808037,
REA CTP Sarl (RECHERCHES & ETUDES APPLIQUEES CONSTRUCTION),Eau / Forage,"C/285, Rue Capitaine Adjovi, Angle Rue Dahomey Zongo - 04 BP 906 Cadjèhoun Cotonou - Bénin",Tel:+2290121312866,
SIGMA 2 AFRIQUE Sarl,Eau / Forage,Rue 11050 Vodjè - 01 BP 3354 Cotonou - Bénin,Tel:+2290121042780,
SITP (SARANO IMMOBILIER ET TRAVAUX PUBLICS),Eau / Forage,Avenue de la Libération Aïdjèdo Cotonou - Bénin,+2290191110909,
SOCIETE DE FORAGE,Eau / Forage,Calavi Glotokpa Abomey-Calavi - Bénin,Tel:+2290121070385,
SOGEA-SATOM BENIN,Eau / Forage,Rue de l'hôtel Aledjo Accor Akpakpa - 01 BP 2190 Cotonou - Bénin,Tel:+2290121330094,
STE FORAG SA (SOCIETE DES FORAGES DU GOLFE DE GUINEE),Eau / Forage,"Rue 308, C/N°8 Guinkomey - 10 BP 1239 Cotonou - Bénin",Tel:+2290121314130,
ANNEX SARL,Ebénisterie,"580, Av. Proche, en face de la Mosquée Jonquet Cotonou - Bénin",+2290166327489,
ATELIER MODERNE D'EBENISTERIE ET DE MENUISERIE,Ebénisterie,- 03 BP 1255 Cotonou - Bénin,+2290197720724,
CAPALIA IDF,Ebénisterie,Hinvi 03 BP 515 Abomey-Calavi - Bénin,+2290195453490,
COMPAGNIE DU GOLFE S.A.,Ebénisterie,"Akpakpa Z.I., Rue 1896 6 BP 86 Cotonou - Bénin",Tel:+2290121335086,
DAVID BCN GALERY,Ebénisterie,- Cotonou - Bénin,+2290196335230,
ETS LA PERSEVERANCE MEUBLES ET DECORS,Ebénisterie,"Carré S/B, M/AGBOSSOU Fiyegnon Cotonou - Bénin",+2290166096602,"LA PERSEVERANCE MEUBLES ET DECORS est une jeune et dynamique entreprise intervenant dans le domaine de l'ameublement.Nous sommes spécialisés dans la fabrication de meubles (Salon de luxe et de bureaux ), la confection de rideaux pour tout type d'infrastructures, la confection de protèges pour les sièges de voiture,la pose de tapis et moquette et le commerce général..."
ETS SD ET FILS,Ebénisterie,"Gbenonkpo, Maison SOKENOU Carré 172, carrefour DEDOKPO en allant vers MIDOMBO, première Von à droite Akpakpa Cotonou - Bénin",+2290197928002,"A la fois menuisier et ébéniste, la société ETS ED ET FILS travaille quotidiennement le bois pour créer ou reproduire du mobilier à la demande de ses clients. Elle est spécialisée dans les services de fabrication de meubles, portes, fenêtres, tables, chaises, table bancs, meuble de réunion, cadres, meubles de cuisine, meubles dressing, armoires, charpentes, et ses accessoires."
FENOU SERVICE HD,Ebénisterie,Menontin Abomey-Calavi - Bénin,+2290194812376,"FENOU Service HD réalise tous travaux d'ébénisterie : les agencements de pharmacie (comptoirs et rayons modernes) mobiliers de chambre (lits, dressing, table à manger, composition murale...), Portes, cadres portes, cadres naco, etc."
GRANDE MENUISERIE SCIDOR,Ebénisterie,"Derrière abattoir, Dandji Akpakpa - 06 BP 2023 Cotonou - Bénin",+2290197127326,
